aX,aY,aZ,gX,gY,gZ
9.84, -0.33, 0.37, -0.08, 0.34, 0.01
10.42, -0.38, 1.32, -0.08, 0.33, -0.02
10.45, -0.30, 1.53, -0.08, 0.25, -0.02
10.33, -0.29, 1.27, -0.09, 0.12, -0.01
10.33, -0.24, 1.26, -0.10, -0.04, -0.00
10.62, -0.20, 1.63, -0.10, -0.20, 0.00
10.38, -0.21, 1.21, -0.11, -0.38, 0.04
9.03, -0.35, -0.70, -0.10, -0.20, 0.05
9.38, -0.49, -0.22, -0.09, 0.23, 0.03
10.36, -0.29, 1.16, -0.08, 0.37, 0.00
10.29, -0.36, 1.01, -0.08, 0.29, -0.01
10.30, -0.28, 1.16, -0.09, 0.15, -0.02
10.41, -0.26, 1.44, -0.09, 0.02, -0.00
10.47, -0.24, 1.49, -0.10, -0.12, 0.00
10.66, -0.26, 1.62, -0.11, -0.31, 0.03
9.74, -0.32, 0.27, -0.11, -0.37, 0.05
9.14, -0.36, -0.60, -0.09, 0.06, 0.06
9.95, -0.42, 0.55, -0.08, 0.36, 0.02
10.38, -0.35, 1.21, -0.08, 0.32, -0.00
10.45, -0.30, 1.51, -0.08, 0.22, -0.03
10.38, -0.25, 1.38, -0.09, 0.10, -0.03
10.35, -0.23, 1.27, -0.10, -0.06, -0.03
10.62, -0.22, 1.63, -0.10, -0.22, 0.01
10.33, -0.23, 1.12, -0.11, -0.38, 0.05
8.96, -0.35, -0.83, -0.10, -0.14, 0.07
9.54, -0.46, -0.03, -0.08, 0.27, 0.04
10.41, -0.30, 1.27, -0.08, 0.36, 0.02
10.33, -0.30, 1.22, -0.08, 0.29, -0.03
10.27, -0.30, 1.11, -0.09, 0.14, -0.04
10.37, -0.26, 1.35, -0.09, 0.00, -0.02
10.51, -0.23, 1.52, -0.10, -0.14, 0.01
10.58, -0.25, 1.48, -0.11, -0.33, 0.05
9.58, -0.27, 0.04, -0.11, -0.36, 0.07
9.13, -0.32, -0.61, -0.09, 0.11, 0.05
10.10, -0.43, 0.75, -0.08, 0.37, 0.02
10.32, -0.30, 1.07, -0.08, 0.31, -0.01
10.43, -0.28, 1.45, -0.09, 0.20, -0.04
10.42, -0.26, 1.49, -0.09, 0.08, -0.05
10.38, -0.26, 1.35, -0.10, -0.08, -0.01
10.67, -0.22, 1.72, -0.10, -0.25, 0.04
10.18, -0.32, 0.97, -0.11, -0.39, 0.08
8.91, -0.35, -0.77, -0.10, -0.08, 0.06
9.67, -0.36, 0.15, -0.08, 0.31, 0.02
10.44, -0.35, 1.33, -0.08, 0.35, 0.00
10.42, -0.28, 1.32, -0.08, 0.28, -0.03
10.31, -0.28, 1.12, -0.09, 0.13, -0.04
10.36, -0.25, 1.28, -0.09, -0.02, -0.03
10.57, -0.23, 1.58, -0.10, -0.17, 0.03
10.49, -0.24, 1.39, -0.11, -0.36, 0.07
9.35, -0.31, -0.22, -0.11, -0.33, 0.08
9.22, -0.40, -0.48, -0.09, 0.16, 0.03
10.20, -0.42, 0.85, -0.08, 0.38, -0.01
10.24, -0.42, 0.88, -0.08, 0.29, -0.03
10.38, -0.29, 1.35, -0.09, 0.17, -0.04
10.43, -0.25, 1.50, -0.09, 0.06, -0.04
10.40, -0.26, 1.41, -0.10, -0.10, 0.00
10.68, -0.24, 1.73, -0.10, -0.28, 0.05
9.94, -0.35, 0.59, -0.11, -0.40, 0.09
9.02, -0.33, -0.73, -0.10, -0.03, 0.05
9.75, -0.31, 0.21, -0.08, 0.33, 0.00
10.47, -0.38, 1.37, -0.08, 0.36, -0.02
10.46, -0.27, 1.43, -0.08, 0.26, -0.02
10.31, -0.27, 1.20, -0.09, 0.12, -0.02
10.34, -0.23, 1.29, -0.09, -0.03, -0.01
10.61, -0.21, 1.67, -0.10, -0.19, 0.03
10.39, -0.24, 1.29, -0.11, -0.38, 0.06
9.04, -0.38, -0.62, -0.10, -0.22, 0.05
9.35, -0.47, -0.27, -0.09, 0.20, 0.02
10.29, -0.32, 1.00, -0.08, 0.38, -0.02
10.24, -0.39, 0.95, -0.08, 0.29, -0.02
10.32, -0.29, 1.26, -0.09, 0.16, -0.02
10.41, -0.25, 1.48, -0.09, 0.04, -0.01
10.42, -0.24, 1.44, -0.10, -0.11, 0.01
10.66, -0.27, 1.66, -0.11, -0.30, 0.04
9.79, -0.33, 0.36, -0.11, -0.39, 0.07
9.11, -0.35, -0.61, -0.09, 0.03, 0.05
9.86, -0.36, 0.37, -0.08, 0.34, 0.01
10.45, -0.37, 1.37, -0.08, 0.33, -0.02
10.47, -0.31, 1.50, -0.08, 0.24, -0.01
10.36, -0.28, 1.25, -0.09, 0.11, -0.01
10.33, -0.23, 1.23, -0.09, -0.04, -0.00
10.63, -0.20, 1.66, -0.10, -0.21, 0.01
10.38, -0.22, 1.23, -0.11, -0.39, 0.05
8.96, -0.35, -0.78, -0.10, -0.17, 0.05
9.43, -0.45, -0.12, -0.09, 0.24, 0.03
10.35, -0.26, 1.15, -0.08, 0.38, -0.00
10.28, -0.32, 1.05, -0.08, 0.29, -0.01
10.30, -0.27, 1.16, -0.09, 0.15, -0.02
10.40, -0.24, 1.46, -0.09, 0.02, -0.00
10.47, -0.23, 1.52, -0.10, -0.12, -0.00
10.59, -0.24, 1.62, -0.11, -0.32, 0.03
9.64, -0.29, 0.20, -0.11, -0.37, 0.05
9.16, -0.33, -0.53, -0.09, 0.07, 0.06
9.94, -0.43, 0.51, -0.08, 0.36, 0.02
10.37, -0.31, 1.22, -0.08, 0.31, -0.00
10.46, -0.29, 1.52, -0.09, 0.22, -0.03
10.27, -0.28, 1.10, -0.09, 0.14, -0.03
10.34, -0.26, 1.27, -0.10, -0.07, -0.03
10.64, -0.22, 1.66, -0.10, -0.23, 0.01
10.26, -0.24, 1.02, -0.11, -0.39, 0.05
8.99, -0.32, -0.75, -0.10, -0.13, 0.06
9.54, -0.42, -0.03, -0.08, 0.27, 0.03
10.42, -0.26, 1.29, -0.08, 0.37, 0.01
10.33, -0.30, 1.17, -0.08, 0.29, -0.03
10.28, -0.29, 1.13, -0.09, 0.14, -0.04
10.38, -0.25, 1.43, -0.09, 0.00, -0.02
10.56, -0.22, 1.58, -0.10, -0.14, 0.01
10.60, -0.24, 1.53, -0.11, -0.34, 0.05
9.53, -0.26, 0.02, -0.11, -0.35, 0.07
9.15, -0.30, -0.52, -0.09, 0.11, 0.06
10.04, -0.43, 0.65, -0.08, 0.38, 0.02
10.25, -0.33, 0.93, -0.08, 0.30, -0.02
10.45, -0.28, 1.50, -0.09, 0.20, -0.04
10.30, -0.28, 1.11, -0.09, 0.14, -0.02
10.39, -0.25, 1.31, -0.10, -0.08, -0.01
10.68, -0.22, 1.70, -0.10, -0.25, 0.03
10.15, -0.30, 0.91, -0.11, -0.39, 0.08
8.94, -0.38, -0.77, -0.10, -0.08, 0.06
9.61, -0.40, 0.08, -0.08, 0.29, 0.02
10.44, -0.34, 1.36, -0.08, 0.36, 0.00
10.40, -0.28, 1.28, -0.08, 0.28, -0.03
10.29, -0.29, 1.09, -0.09, 0.13, -0.04
10.37, -0.28, 1.33, -0.09, -0.01, -0.03
10.56, -0.23, 1.58, -0.10, -0.16, 0.02
10.51, -0.24, 1.46, -0.11, -0.35, 0.07
9.40, -0.30, -0.13, -0.11, -0.32, 0.08
9.20, -0.36, -0.47, -0.09, 0.15, 0.03
10.18, -0.43, 0.86, -0.08, 0.38, -0.01
10.22, -0.37, 0.88, -0.08, 0.29, -0.03
10.40, -0.28, 1.38, -0.09, 0.18, -0.04
10.43, -0.21, 1.53, -0.09, 0.07, -0.03
10.41, -0.23, 1.38, -0.10, -0.09, 0.01
10.67, -0.23, 1.67, -0.10, -0.26, 0.05
10.12, -0.36, 0.79, -0.11, -0.39, 0.09
9.00, -0.37, -0.75, -0.10, -0.04, 0.05
9.74, -0.30, 0.17, -0.08, 0.31, 0.00
10.43, -0.39, 1.30, -0.08, 0.34, -0.02
10.42, -0.28, 1.39, -0.08, 0.26, -0.02
10.28, -0.28, 1.15, -0.09, 0.13, -0.02
10.32, -0.26, 1.24, -0.09, -0.02, -0.01
10.58, -0.23, 1.59, -0.10, -0.17, 0.02
10.45, -0.22, 1.29, -0.11, -0.36, 0.06
9.13, -0.35, -0.58, -0.10, -0.24, 0.05
9.31, -0.43, -0.37, -0.09, 0.18, 0.02
10.29, -0.34, 0.98, -0.08, 0.37, -0.02
10.26, -0.37, 0.92, -0.08, 0.29, -0.02
10.37, -0.26, 1.27, -0.09, 0.16, -0.02
10.43, -0.23, 1.50, -0.09, 0.05, -0.00
10.41, -0.21, 1.43, -0.10, -0.10, 0.01
10.66, -0.22, 1.69, -0.10, -0.28, 0.04
9.94, -0.36, 0.56, -0.11, -0.39, 0.07
9.06, -0.36, -0.65, -0.09, -0.00, 0.05
9.84, -0.30, 0.30, -0.08, 0.33, 0.01
10.43, -0.38, 1.31, -0.08, 0.33, -0.02
10.47, -0.29, 1.47, -0.08, 0.25, -0.02
10.34, -0.28, 1.21, -0.09, 0.12, -0.01
10.34, -0.25, 1.20, -0.10, -0.05, -0.02
10.62, -0.22, 1.62, -0.10, -0.19, 0.00
10.39, -0.24, 1.25, -0.11, -0.37, 0.04
9.07, -0.39, -0.60, -0.10, -0.21, 0.06
9.35, -0.48, -0.26, -0.09, 0.21, 0.03
10.32, -0.33, 1.07, -0.08, 0.38, -0.00
10.26, -0.37, 0.91, -0.08, 0.29, -0.01
10.34, -0.25, 1.18, -0.09, 0.16, -0.02
10.44, -0.24, 1.47, -0.09, 0.04, -0.00
10.46, -0.22, 1.46, -0.10, -0.11, -0.00
10.67, -0.24, 1.67, -0.11, -0.30, 0.03
9.79, -0.31, 0.36, -0.11, -0.38, 0.05
9.14, -0.34, -0.60, -0.09, 0.03, 0.06
9.88, -0.36, 0.42, -0.08, 0.35, 0.02
10.42, -0.36, 1.34, -0.08, 0.33, -0.00
10.49, -0.29, 1.55, -0.09, 0.24, -0.03
10.36, -0.28, 1.31, -0.09, 0.11, -0.03
10.32, -0.26, 1.26, -0.10, -0.06, -0.03
10.61, -0.23, 1.65, -0.10, -0.20, 0.01
10.65, -0.27, 1.65, -0.11, -0.30, 0.05
9.04, -0.36, -0.70, -0.10, -0.17, 0.07
9.43, -0.50, -0.12, -0.09, 0.24, 0.05
10.36, -0.28, 1.13, -0.08, 0.37, 0.01
10.29, -0.34, 1.01, -0.08, 0.29, -0.02
10.29, -0.28, 1.10, -0.09, 0.15, -0.03
10.40, -0.25, 1.44, -0.09, 0.02, -0.03
10.47, -0.22, 1.50, -0.10, -0.12, 0.00
10.61, -0.25, 1.61, -0.11, -0.31, 0.05
9.73, -0.28, 0.28, -0.11, -0.37, 0.06
9.16, -0.33, -0.53, -0.09, 0.06, 0.05
9.96, -0.39, 0.52, -0.08, 0.35, 0.02
10.31, -0.29, 1.04, -0.08, 0.30, -0.02
10.46, -0.28, 1.51, -0.09, 0.22, -0.04
10.38, -0.25, 1.37, -0.09, 0.10, -0.05
10.34, -0.23, 1.28, -0.10, -0.06, -0.01
10.62, -0.20, 1.62, -0.10, -0.22, 0.03
10.27, -0.24, 1.06, -0.11, -0.38, 0.08
9.01, -0.33, -0.75, -0.10, -0.14, 0.07
9.51, -0.46, -0.07, -0.08, 0.26, 0.03
10.41, -0.26, 1.25, -0.08, 0.37, -0.00
10.31, -0.32, 1.12, -0.08, 0.29, -0.03
10.25, -0.29, 1.07, -0.09, 0.14, -0.04
10.36, -0.26, 1.38, -0.09, 0.01, -0.04
10.51, -0.23, 1.53, -0.10, -0.13, 0.01
10.62, -0.25, 1.56, -0.11, -0.33, 0.06
9.36, -0.31, -0.22, -0.11, -0.32, 0.07
9.15, -0.31, -0.52, -0.09, 0.09, 0.03
9.97, -0.41, 0.59, -0.08, 0.36, -0.00
10.28, -0.31, 0.96, -0.08, 0.30, -0.03
10.46, -0.28, 1.50, -0.09, 0.21, -0.03
10.41, -0.25, 1.42, -0.09, 0.09, -0.03
10.35, -0.24, 1.28, -0.10, -0.07, 0.01
10.64, -0.23, 1.69, -0.10, -0.23, 0.04
10.22, -0.26, 1.01, -0.11, -0.39, 0.08
8.97, -0.34, -0.78, -0.10, -0.11, 0.05
9.55, -0.42, 0.01, -0.08, 0.28, 0.01
10.41, -0.29, 1.31, -0.08, 0.36, -0.03
10.37, -0.29, 1.23, -0.08, 0.28, -0.03
10.30, -0.30, 1.15, -0.09, 0.14, -0.02
10.37, -0.26, 1.38, -0.09, -0.00, -0.02
10.52, -0.23, 1.56, -0.10, -0.14, 0.01
10.57, -0.25, 1.51, -0.11, -0.34, 0.05
9.25, -0.32, -0.32, -0.11, -0.30, 0.06
9.16, -0.34, -0.51, -0.09, 0.12, 0.03
10.10, -0.45, 0.71, -0.08, 0.37, -0.01
10.26, -0.35, 0.89, -0.08, 0.29, -0.01
10.45, -0.30, 1.45, -0.09, 0.19, -0.01
10.41, -0.25, 1.46, -0.09, 0.08, -0.01
10.36, -0.25, 1.31, -0.10, -0.08, 0.01
10.65, -0.23, 1.66, -0.10, -0.24, 0.03
10.17, -0.28, 0.95, -0.11, -0.39, 0.06
8.96, -0.35, -0.78, -0.10, -0.08, 0.05
9.64, -0.37, 0.10, -0.08, 0.29, 0.01
10.43, -0.31, 1.31, -0.08, 0.35, -0.02
10.41, -0.28, 1.33, -0.08, 0.28, -0.02
10.30, -0.28, 1.12, -0.09, 0.13, -0.02
10.31, -0.25, 1.20, -0.09, -0.03, -0.02
10.55, -0.22, 1.57, -0.10, -0.16, -0.00
10.51, -0.23, 1.42, -0.11, -0.35, 0.04
9.17, -0.36, -0.45, -0.11, -0.28, 0.06
9.21, -0.35, -0.49, -0.09, 0.14, 0.04
10.17, -0.42, 0.83, -0.08, 0.38, 0.01
10.24, -0.36, 0.87, -0.08, 0.29, -0.00
10.42, -0.28, 1.38, -0.09, 0.18, -0.01
10.41, -0.24, 1.50, -0.09, 0.07, -0.01
10.37, -0.25, 1.36, -0.10, -0.09, -0.01
10.66, -0.23, 1.71, -0.10, -0.26, 0.02
10.12, -0.33, 0.87, -0.11, -0.39, 0.05
8.93, -0.36, -0.79, -0.10, -0.06, 0.06
9.72, -0.29, 0.19, -0.08, 0.31, 0.02
10.42, -0.36, 1.33, -0.08, 0.33, 0.01
10.44, -0.25, 1.37, -0.08, 0.27, -0.03
10.30, -0.28, 1.15, -0.09, 0.13, -0.03
10.32, -0.24, 1.22, -0.09, -0.04, -0.03
10.58, -0.20, 1.58, -0.10, -0.17, 0.01
10.48, -0.22, 1.34, -0.11, -0.36, 0.05
9.11, -0.37, -0.55, -0.10, -0.26, 0.08
9.24, -0.40, -0.44, -0.09, 0.17, 0.06
10.25, -0.41, 0.93, -0.08, 0.38, 0.02
10.24, -0.39, 0.86, -0.08, 0.29, -0.02
10.35, -0.27, 1.31, -0.09, 0.17, -0.04
10.42, -0.23, 1.51, -0.09, 0.06, -0.04
10.38, -0.24, 1.39, -0.10, -0.09, -0.01
10.67, -0.23, 1.70, -0.10, -0.27, 0.03
10.05, -0.33, 0.72, -0.11, -0.39, 0.07
8.98, -0.36, -0.73, -0.10, -0.03, 0.06
9.78, -0.31, 0.27, -0.08, 0.33, 0.02
10.41, -0.36, 1.25, -0.08, 0.32, -0.01
10.45, -0.28, 1.42, -0.08, 0.26, -0.04
10.32, -0.29, 1.18, -0.09, 0.12, -0.04
10.33, -0.24, 1.24, -0.10, -0.04, -0.01
10.58, -0.21, 1.64, -0.10, -0.18, 0.03
10.43, -0.25, 1.33, -0.11, -0.37, 0.07
9.06, -0.37, -0.61, -0.10, -0.24, 0.08
9.28, -0.43, -0.33, -0.09, 0.19, 0.04
10.28, -0.36, 1.00, -0.08, 0.38, -0.01
10.24, -0.39, 0.91, -0.08, 0.29, -0.03
10.35, -0.26, 1.25, -0.09, 0.16, -0.04
10.43, -0.23, 1.47, -0.09, 0.05, -0.04
10.43, -0.22, 1.37, -0.10, -0.10, 0.00
10.68, -0.24, 1.67, -0.11, -0.29, 0.05
9.65, -0.29, 0.18, -0.11, -0.37, 0.08
9.02, -0.35, -0.68, -0.10, -0.00, 0.05
9.83, -0.29, 0.35, -0.08, 0.34, 0.00
10.39, -0.33, 1.24, -0.08, 0.32, -0.02
10.45, -0.29, 1.49, -0.08, 0.25, -0.03
10.31, -0.27, 1.27, -0.09, 0.12, -0.03
10.31, -0.23, 1.29, -0.10, -0.05, 0.00
10.60, -0.20, 1.66, -0.10, -0.19, 0.03
10.37, -0.22, 1.26, -0.11, -0.37, 0.07
9.06, -0.35, -0.64, -0.10, -0.21, 0.06
9.36, -0.45, -0.26, -0.09, 0.21, 0.02
10.36, -0.33, 1.08, -0.08, 0.38, -0.02
10.26, -0.37, 1.00, -0.08, 0.29, -0.03
10.33, -0.28, 1.23, -0.09, 0.15, -0.02
10.38, -0.25, 1.40, -0.09, 0.01, -0.00
10.45, -0.23, 1.49, -0.10, -0.11, 0.01
10.66, -0.23, 1.65, -0.10, -0.29, 0.04
9.59, -0.30, 0.07, -0.11, -0.35, 0.06
9.08, -0.35, -0.62, -0.09, 0.02, 0.04
9.88, -0.32, 0.42, -0.08, 0.35, 0.00
10.33, -0.32, 1.13, -0.08, 0.30, -0.01
10.46, -0.31, 1.55, -0.08, 0.24, -0.01
10.34, -0.26, 1.32, -0.09, 0.11, -0.01
10.32, -0.23, 1.24, -0.10, -0.05, -0.00
10.61, -0.20, 1.64, -0.10, -0.20, 0.01
10.35, -0.20, 1.20, -0.11, -0.37, 0.05
9.04, -0.35, -0.66, -0.10, -0.18, 0.05
9.41, -0.49, -0.17, -0.09, 0.23, 0.02
10.36, -0.28, 1.17, -0.08, 0.37, -0.01
10.28, -0.35, 1.06, -0.08, 0.29, -0.01
10.29, -0.27, 1.16, -0.09, 0.15, -0.01
10.35, -0.26, 1.37, -0.09, -0.00, -0.01
10.44, -0.23, 1.49, -0.10, -0.12, 0.00
10.64, -0.24, 1.62, -0.11, -0.30, 0.03
9.57, -0.26, -0.00, -0.11, -0.35, 0.06
9.14, -0.32, -0.59, -0.09, 0.05, 0.05
9.93, -0.35, 0.47, -0.08, 0.35, 0.02
10.34, -0.29, 1.08, -0.08, 0.30, -0.00
10.47, -0.28, 1.51, -0.09, 0.23, -0.02
10.37, -0.26, 1.32, -0.09, 0.11, -0.02
10.33, -0.23, 1.25, -0.10, -0.06, -0.02
10.61, -0.21, 1.62, -0.10, -0.21, 0.00
10.33, -0.22, 1.17, -0.11, -0.38, 0.05
9.00, -0.36, -0.75, -0.10, -0.16, 0.06
9.48, -0.48, -0.12, -0.08, 0.25, 0.04
10.43, -0.33, 1.30, -0.08, 0.35, 0.02
10.31, -0.32, 1.09, -0.08, 0.29, -0.02
10.29, -0.30, 1.13, -0.09, 0.15, -0.03
10.36, -0.25, 1.32, -0.09, -0.01, -0.03
10.48, -0.23, 1.49, -0.10, -0.12, 0.00
10.61, -0.25, 1.56, -0.11, -0.31, 0.04
9.47, -0.28, -0.11, -0.11, -0.33, 0.08
9.16, -0.33, -0.56, -0.09, 0.07, 0.06
10.00, -0.39, 0.59, -0.08, 0.35, 0.03
10.29, -0.30, 1.01, -0.08, 0.30, -0.02
10.46, -0.30, 1.50, -0.08, 0.21, -0.04
10.40, -0.26, 1.39, -0.09, 0.10, -0.04
10.34, -0.24, 1.25, -0.10, -0.06, -0.02
10.63, -0.23, 1.60, -0.10, -0.22, 0.02
10.16, -0.32, 0.89, -0.11, -0.38, 0.09
9.00, -0.36, -0.77, -0.10, -0.14, 0.07
9.52, -0.45, -0.03, -0.08, 0.26, 0.03
10.42, -0.34, 1.31, -0.08, 0.34, -0.01
10.34, -0.29, 1.16, -0.08, 0.29, -0.03
10.28, -0.27, 1.09, -0.09, 0.14, -0.04
10.33, -0.25, 1.29, -0.09, -0.02, -0.02
10.51, -0.21, 1.53, -0.10, -0.13, 0.01
10.59, -0.24, 1.53, -0.11, -0.32, 0.06
9.37, -0.31, -0.20, -0.11, -0.31, 0.08
9.17, -0.31, -0.54, -0.09, 0.10, 0.04
10.04, -0.42, 0.64, -0.08, 0.36, 0.00
10.27, -0.31, 0.94, -0.08, 0.29, -0.03
10.46, -0.30, 1.46, -0.09, 0.20, -0.04
10.41, -0.26, 1.41, -0.09, 0.09, -0.04
10.36, -0.24, 1.30, -0.10, -0.07, 0.00
10.63, -0.19, 1.64, -0.10, -0.23, 0.04
10.10, -0.32, 0.83, -0.11, -0.38, 0.08
9.01, -0.34, -0.76, -0.10, -0.11, 0.06
9.59, -0.40, -0.01, -0.09, 0.27, 0.01
10.41, -0.38, 1.28, -0.08, 0.34, -0.02
10.36, -0.28, 1.20, -0.08, 0.28, -0.03
10.27, -0.27, 1.07, -0.09, 0.14, -0.03
10.31, -0.25, 1.20, -0.09, -0.02, -0.01
10.52, -0.23, 1.51, -0.10, -0.14, 0.01
10.55, -0.24, 1.47, -0.11, -0.32, 0.05
9.30, -0.33, -0.30, -0.11, -0.30, 0.06
9.21, -0.33, -0.50, -0.09, 0.11, 0.03
10.08, -0.43, 0.71, -0.08, 0.36, -0.01
10.32, -0.32, 1.08, -0.08, 0.30, -0.02
10.43, -0.29, 1.43, -0.09, 0.19, -0.02
10.42, -0.25, 1.46, -0.09, 0.05, -0.00
10.37, -0.24, 1.30, -0.10, -0.07, 0.01
10.61, -0.21, 1.61, -0.10, -0.23, 0.04
10.05, -0.33, 0.74, -0.11, -0.37, 0.05
8.98, -0.35, -0.74, -0.10, -0.09, 0.05
9.63, -0.40, 0.09, -0.08, 0.28, 0.01
10.41, -0.39, 1.29, -0.08, 0.33, -0.01
10.40, -0.26, 1.27, -0.08, 0.28, -0.02
10.29, -0.27, 1.11, -0.09, 0.13, -0.01
10.31, -0.26, 1.23, -0.10, -0.03, -0.01
10.52, -0.24, 1.58, -0.10, -0.15, 0.00
10.52, -0.25, 1.44, -0.11, -0.33, 0.04
9.25, -0.35, -0.34, -0.11, -0.29, 0.06
9.22, -0.33, -0.43, -0.09, 0.13, 0.04
10.26, -0.34, 1.00, -0.08, 0.37, 0.01
10.23, -0.34, 0.90, -0.08, 0.29, -0.00
10.42, -0.27, 1.41, -0.09, 0.19, -0.01
10.41, -0.23, 1.46, -0.09, 0.05, -0.02
10.36, -0.22, 1.33, -0.10, -0.08, -0.01
10.65, -0.21, 1.65, -0.10, -0.24, 0.02
9.97, -0.35, 0.58, -0.11, -0.38, 0.05
8.97, -0.34, -0.79, -0.10, -0.08, 0.05
9.65, -0.33, 0.09, -0.08, 0.29, 0.02
10.43, -0.36, 1.27, -0.08, 0.33, 0.01
10.40, -0.25, 1.27, -0.08, 0.27, -0.02
10.29, -0.27, 1.12, -0.09, 0.13, -0.03
10.32, -0.24, 1.22, -0.09, -0.03, -0.03
10.54, -0.23, 1.59, -0.10, -0.15, 0.00
10.49, -0.23, 1.40, -0.11, -0.34, 0.04
9.21, -0.36, -0.43, -0.11, -0.27, 0.08
9.25, -0.34, -0.40, -0.09, 0.14, 0.06
10.30, -0.31, 1.04, -0.08, 0.37, 0.01
10.22, -0.37, 0.87, -0.08, 0.29, -0.01
10.39, -0.28, 1.39, -0.09, 0.18, -0.03
10.42, -0.25, 1.48, -0.09, 0.04, -0.04
10.40, -0.24, 1.37, -0.10, -0.08, -0.02
10.66, -0.23, 1.66, -0.10, -0.25, 0.03
9.90, -0.32, 0.52, -0.11, -0.37, 0.08
9.00, -0.34, -0.72, -0.10, -0.06, 0.06
9.73, -0.31, 0.18, -0.08, 0.30, 0.02
10.40, -0.35, 1.27, -0.08, 0.32, -0.00
10.40, -0.24, 1.34, -0.08, 0.27, -0.03
10.27, -0.29, 1.15, -0.09, 0.13, -0.04
10.30, -0.24, 1.21, -0.09, -0.03, -0.02
10.55, -0.23, 1.57, -0.10, -0.16, 0.02
10.40, -0.22, 1.24, -0.11, -0.36, 0.07
9.36, -0.30, -0.23, -0.11, -0.32, 0.07
9.25, -0.38, -0.43, -0.09, 0.15, 0.05
10.32, -0.28, 1.07, -0.08, 0.37, -0.02
10.21, -0.36, 0.88, -0.08, 0.29, -0.03
10.38, -0.27, 1.35, -0.09, 0.17, -0.04
10.42, -0.24, 1.47, -0.09, 0.03, -0.03
10.39, -0.23, 1.37, -0.10, -0.09, -0.00
10.64, -0.23, 1.68, -0.10, -0.26, 0.04
9.82, -0.34, 0.41, -0.11, -0.37, 0.08
8.99, -0.36, -0.71, -0.10, -0.04, 0.06
9.74, -0.30, 0.19, -0.08, 0.31, 0.01
10.39, -0.39, 1.27, -0.08, 0.32, -0.02
10.44, -0.27, 1.37, -0.08, 0.26, -0.03
10.35, -0.28, 1.27, -0.09, 0.11, -0.02
10.31, -0.25, 1.22, -0.09, -0.04, -0.00
10.56, -0.23, 1.59, -0.10, -0.17, 0.03
10.33, -0.24, 1.11, -0.11, -0.37, 0.06
9.15, -0.38, -0.53, -0.10, -0.25, 0.06
9.25, -0.41, -0.42, -0.09, 0.17, 0.03
10.36, -0.28, 1.14, -0.08, 0.37, -0.02
10.23, -0.37, 0.87, -0.08, 0.29, -0.03
10.36, -0.26, 1.25, -0.09, 0.17, -0.03
10.41, -0.24, 1.41, -0.09, 0.03, -0.00
10.42, -0.22, 1.37, -0.10, -0.09, 0.01
10.65, -0.23, 1.64, -0.10, -0.27, 0.04
9.75, -0.30, 0.31, -0.11, -0.37, 0.06
9.02, -0.36, -0.67, -0.10, -0.02, 0.05
9.76, -0.29, 0.28, -0.08, 0.32, 0.00
10.37, -0.36, 1.29, -0.08, 0.32, -0.01
10.44, -0.27, 1.44, -0.08, 0.26, -0.02
10.38, -0.28, 1.36, -0.09, 0.11, -0.01
10.30, -0.26, 1.24, -0.09, -0.04, -0.00
10.56, -0.22, 1.58, -0.10, -0.18, 0.01
10.31, -0.24, 1.13, -0.11, -0.37, 0.04
9.10, -0.39, -0.54, -0.10, -0.23, 0.05
9.33, -0.43, -0.33, -0.09, 0.18, 0.03
10.35, -0.26, 1.16, -0.08, 0.37, 0.01
10.23, -0.39, 0.91, -0.08, 0.29, -0.01
10.35, -0.26, 1.27, -0.09, 0.16, -0.01
10.41, -0.26, 1.45, -0.09, 0.02, -0.01
10.42, -0.24, 1.40, -0.10, -0.10, 0.00
10.67, -0.24, 1.65, -0.10, -0.27, 0.03
9.73, -0.31, 0.29, -0.11, -0.36, 0.05
9.07, -0.38, -0.62, -0.10, -0.01, 0.05
9.96, -0.40, 0.52, -0.08, 0.35, 0.03
10.40, -0.35, 1.23, -0.08, 0.31, 0.00
10.45, -0.29, 1.44, -0.08, 0.25, -0.02
10.39, -0.27, 1.33, -0.09, 0.10, -0.03
10.32, -0.24, 1.21, -0.09, -0.04, -0.02
10.57, -0.21, 1.57, -0.10, -0.18, -0.00
10.26, -0.23, 1.08, -0.11, -0.37, 0.06
9.09, -0.38, -0.55, -0.10, -0.22, 0.07
9.32, -0.46, -0.27, -0.09, 0.19, 0.05
10.36, -0.28, 1.21, -0.08, 0.36, 0.02
10.22, -0.39, 0.94, -0.08, 0.29, -0.01
10.33, -0.29, 1.23, -0.09, 0.16, -0.02
10.39, -0.25, 1.39, -0.09, 0.01, -0.03
10.41, -0.22, 1.42, -0.10, -0.10, -0.01
10.61, -0.25, 1.58, -0.11, -0.31, 0.05
9.66, -0.31, 0.23, -0.11, -0.36, 0.06
9.07, -0.36, -0.60, -0.10, -0.00, 0.06
9.95, -0.40, 0.55, -0.08, 0.35, 0.02
10.39, -0.32, 1.25, -0.08, 0.31, -0.01
10.45, -0.28, 1.46, -0.08, 0.25, -0.04
10.38, -0.26, 1.36, -0.09, 0.10, -0.04
10.31, -0.23, 1.24, -0.10, -0.05, -0.03
10.59, -0.21, 1.64, -0.10, -0.19, 0.01
10.23, -0.28, 1.03, -0.11, -0.38, 0.08
9.09, -0.37, -0.60, -0.10, -0.21, 0.08
